hood0,Golden Gate Park,5979966.88334,2106856.87498
0,Golden Gate Park,5979955.30427,2106882.33757
0,Golden Gate Park,5979928.14491,2106950.20534
0,Golden Gate Park,5979914.56526,2106961.06422
0,Golden Gate Park,5979903.70158,2106974.63779
0,Golden Gate Park,5979903.70158,2107012.64374
0,Golden Gate Park,5979892.83784,2107039.79088
0,Golden Gate Park,5979892.83784,2107061.50858
0,Golden Gate Park,5979900.98562,2107096.79984
0,Golden Gate Park,5979892.83784,2107121.23229
0,Golden Gate Park,5979895.55374,2107148.37942
0,Golden Gate Park,5979892.83784,2107175.52656
0,Golden Gate Park,5979900.98562,2107224.39139
0,Golden Gate Park,5979906.41749,2107243.3944
0,Golden Gate Park,5979914.56526,2107259.68266
0,Golden Gate Park,5979925.42901,2107330.26518
0,Golden Gate Park,5979930.86082,2107384.55939
0,Golden Gate Park,5979936.29275,2107436.13898
0,Golden Gate Park,5979939.00866,2107444.2831
0,Golden Gate Park,5979941.72456,2107468.71555
0,Golden Gate Park,5979944.44053,2107501.29206
0,Golden Gate Park,5979939.00866,2107520.29507
0,Golden Gate Park,5979928.14491,2107563.73046
0,Golden Gate Park,5979925.42901,2107599.02173
0,Golden Gate Park,5979919.99714,2107618.02474
0,Golden Gate Park,5979928.14491,2107661.46013
0,Golden Gate Park,5979909.13339,2107685.89258
0,Golden Gate Park,5979903.70158,2107715.7544
0,Golden Gate Park,5979906.41749,2107759.18979
0,Golden Gate Park,5979900.98562,2107778.1928
0,Golden Gate Park,5979892.83784,2107797.19581
0,Golden Gate Park,5979879.25819,2107824.34288
0,Golden Gate Park,5979879.25813,2107922.07261
0,Golden Gate Park,5979879.25813,2107987.2257
0,Golden Gate Park,5979868.39438,2108000.79926
0,Golden Gate Park,5979860.24661,2108003.51395
0,Golden Gate Park,5979843.95106,2108008.94339
0,Golden Gate Park,5979830.37141,2108030.66109
0,Golden Gate Park,5979827.65544,2108074.09648
0,Golden Gate Park,5979819.50773,2108090.3848
0,Golden Gate Park,5979827.65544,2108112.1025
0,Golden Gate Park,5979822.22363,2108147.39376
0,Golden Gate Park,5979816.7917,2108188.11447
0,Golden Gate Park,5979830.37141,2108204.40272
0,Golden Gate Park,5979833.08731,2108223.40573
0,Golden Gate Park,5979827.65544,2108239.69399
0,Golden Gate Park,5979833.08731,2108291.27351
0,Golden Gate Park,5979838.51918,2108312.99127
0,Golden Gate Park,5979843.95106,2108326.56477
0,Golden Gate Park,5979841.23515,2108342.85309
0,Golden Gate Park,5979833.08731,2108359.14135
0,Golden Gate Park,5979835.80328,2108383.57373
0,Golden Gate Park,5979838.51918,2108657.75978
0,Golden Gate Park,5979833.08731,2108687.6216
0,Golden Gate Park,5979833.08731,2108779.92183
0,Golden Gate Park,5979841.23515,2108815.21309
0,Golden Gate Park,5979830.37141,2108836.93079
0,Golden Gate Park,5979841.23515,2108874.9368
0,Golden Gate Park,5979843.95106,2108931.94576
0,Golden Gate Park,5979830.37141,2109105.68739
0,Golden Gate Park,5979843.95106,2109178.98461
0,Golden Gate Park,5979852.09883,2109276.71427
0,Golden Gate Park,5979835.80328,2109371.72925
0,Golden Gate Park,5979844.91278,2109536.49495
0,Golden Gate Park,5982076.70587,2109639.26391
0,Golden Gate Park,5986908.29954,2109801.67037
0,Golden Gate Park,5989547.4054,2109903.1745
0,Golden Gate Park,5990061.51254,2109921.80151
0,Golden Gate Park,5992348.91772,2110004.67856
