id,lat_first,lon_first,lat_last,lon_last,time_diff
280,37.781789,-122.414671,37.780175,-122.403494,208
281,37.783743,-122.402221,37.785351,-122.411206,164
282,37.780296,-122.416939,37.786895,-122.446719,484
283,37.7787,-122.393396,37.790047,-122.408537,576
285,37.778898,-122.414682,37.776809,-122.422749,148
286,37.783366,-122.424902,37.777626,-122.432826,272
287,37.788746,-122.413028,37.775072,-122.43063,590
288,37.765903,-122.428769,37.735565,-122.501988,1008
289,37.820231,-122.337485,37.789025,-122.394802,944
290,37.775614,-122.425279,37.767064,-122.429562,288
291,37.779028,-122.410656,37.783572,-122.405302,100
292,37.789982,-122.3909,37.785783,-122.393422,160
293,37.755398,-122.419079,37.748293,-122.411323,212
294,37.799199,-122.437321,37.800782,-122.436833,268
295,37.790682,-122.432531,37.770949,-122.425441,444
296,37.78431,-122.408912,37.78342,-122.403012,128
297,37.786406,-122.39053,37.797198,-122.37909,231
298,37.75989,-122.425715,37.752524,-122.428677,184
299,37.788787,-122.420342,37.774596,-122.390496,720
300,37.773869,-122.4085,37.765028,-122.424279,320
301,37.795876,-122.405112,37.764872,-122.432471,888
302,37.776982,-122.404449,37.753242,-122.406297,256
303,37.791939,-122.441307,37.781036,-122.439119,205
304,37.79717,-122.426578,37.790698,-122.413795,816
305,37.788811,-122.398942,37.782939,-122.39685,448
306,37.772927,-122.412905,37.77992,-122.403891,140
307,37.797723,-122.40844,37.786583,-122.425023,352
308,37.765821,-122.431024,37.778621,-122.424445,332
309,37.781807,-122.393814,37.765903,-122.413289,436
310,37.782694,-122.397234,37.790772,-122.393082,252
311,37.790643,-122.420766,37.788579,-122.436804,228
312,37.788701,-122.427067,37.772438,-122.45041,428
313,37.755554,-122.416777,37.771225,-122.417971,270
314,37.74832,-122.414481,37.753538,-122.420735,156
315,37.792293,-122.404104,37.800131,-122.409106,304
316,37.789447,-122.415531,37.788426,-122.407053,152
317,37.763443,-122.419175,37.763661,-122.398589,296
318,37.783941,-122.419892,37.779451,-122.423561,200
319,37.782536,-122.427504,37.773742,-122.425732,256
320,37.786696,-122.402679,37.800271,-122.433584,844
321,37.781069,-122.417016,37.788478,-122.407548,256
322,37.774023,-122.41049,37.774064,-122.411924,188
323,37.79624,-122.420194,37.792888,-122.438877,296
324,37.759251,-122.433104,37.774191,-122.411013,500
325,37.787809,-122.399184,37.789193,-122.392131,196
326,37.772544,-122.440667,37.777475,-122.446806,156
327,37.784471,-122.431368,37.769857,-122.405319,472
328,37.782302,-122.419389,37.777002,-122.403847,292
329,37.772324,-122.414633,37.750176,-122.418277,528
330,37.786274,-122.40507,37.787298,-122.423305,420
331,37.787401,-122.391304,37.781014,-122.399531,124
332,37.757185,-122.416727,37.753672,-122.421712,136
333,37.795529,-122.4243,37.78918,-122.401675,392
334,37.7752,-122.409877,37.784186,-122.403785,504
335,37.774234,-122.414085,37.768793,-122.40788,140
336,37.794028,-122.408359,37.787207,-122.398463,368
337,37.734316,-122.406404,37.738271,-122.437149,300
338,37.774895,-122.410231,37.781701,-122.401517,144
339,37.779678,-122.393968,37.764642,-122.432746,780
340,37.78443,-122.421269,37.771558,-122.420389,304
341,37.76596,-122.431453,37.763186,-122.423266,188
342,37.782874,-122.420802,37.784681,-122.397247,577
343,37.784854,-122.435546,37.788885,-122.432136,160
344,37.779647,-122.402719,37.798719,-122.424035,616
345,37.779878,-122.40293,37.772569,-122.403873,172
346,37.796411,-122.396919,37.794642,-122.417749,352
347,37.804399,-122.443724,37.802167,-122.464531,208
348,37.784972,-122.400347,37.786569,-122.411885,204
349,37.775571,-122.393871,37.781121,-122.391079,200
350,37.783911,-122.420739,37.805111,-122.433425,372
351,37.782703,-122.422408,37.791009,-122.417543,128
352,37.786683,-122.393816,37.777411,-122.394495,270
353,37.797338,-122.442342,37.784889,-122.439842,224
354,37.78463,-122.404331,37.773965,-122.408376,204
355,37.78818,-122.42509,37.80407,-122.425757,270
356,37.770022,-122.421648,37.759688,-122.428796,528
357,37.77688,-122.419585,37.763661,-122.419522,220
358,37.797791,-122.406584,37.788962,-122.395519,508
359,37.775204,-122.413134,37.766435,-122.424022,312
360,37.744286,-122.404632,37.756735,-122.403303,228
361,37.773974,-122.408923,37.771416,-122.413432,128
362,37.774155,-122.417198,37.767185,-122.419893,188
363,37.751399,-122.425031,37.763808,-122.433134,384
364,37.793573,-122.423157,37.780608,-122.430415,400
365,37.786289,-122.41131,37.791314,-122.419226,172
366,37.770112,-122.422719,37.75847,-122.421386,288
367,37.775074,-122.413335,37.781805,-122.419092,228
368,37.769528,-122.424551,37.784268,-122.422855,268
369,37.790632,-122.420044,37.789183,-122.432011,220
370,37.774099,-122.42249,37.765957,-122.410559,248
371,37.780461,-122.394593,37.768349,-122.428779,548
372,37.786206,-122.424757,37.796611,-122.425335,324
373,37.758775,-122.476625,37.762202,-122.466125,160
374,37.784965,-122.412789,37.777958,-122.418216,316
375,37.78858,-122.388139,37.782504,-122.393072,228
376,37.788406,-122.407678,37.79791,-122.405532,312
377,37.785946,-122.441982,37.80271,-122.441699,364
378,37.779197,-122.420207,37.767296,-122.41993,200
379,37.799542,-122.43625,37.795559,-122.438633,268
380,37.785286,-122.41091,37.800337,-122.426086,356
381,37.774044,-122.422318,37.774514,-122.434207,236
382,37.78658,-122.39826,37.778319,-122.391926,332
383,37.800151,-122.42539,37.782894,-122.420896,356
384,37.781504,-122.415431,37.77896,-122.414972,176
385,37.766465,-122.401859,37.780514,-122.403204,392
386,37.786135,-122.401661,37.780312,-122.390909,616
387,37.783208,-122.449312,37.778274,-122.447043,188
388,37.779175,-122.406441,37.782991,-122.412196,120
389,37.789612,-122.397689,37.794916,-122.396863,192
390,37.785832,-122.406898,37.779811,-122.410174,232
391,37.769779,-122.40207,37.789901,-122.39243,596
392,37.786421,-122.400954,37.786964,-122.3997,152
393,37.768573,-122.407806,37.773387,-122.412074,256
394,37.795837,-122.436901,37.793363,-122.442177,258
395,37.76472,-122.426091,37.76759,-122.435601,184
396,37.786588,-122.388916,37.780661,-122.390466,148
397,37.778571,-122.392214,37.786859,-122.412443,384
398,37.787359,-122.420784,37.800384,-122.424319,348
399,37.777186,-122.419403,37.774967,-122.431001,284
400,37.801097,-122.44354,37.803035,-122.433142,144
401,37.744491,-122.398418,37.739063,-122.415669,300
402,37.788408,-122.400656,37.795826,-122.405121,244
403,37.628924,-122.416666,37.630878,-122.404541,156
404,37.80798,-122.418268,37.80148,-122.424676,324
405,37.78953,-122.39711,37.78144,-122.404754,246
406,37.781046,-122.447711,37.771452,-122.43713,300
407,37.791013,-122.399879,37.791304,-122.415543,330
408,37.786286,-122.425185,37.789014,-122.402709,440
409,37.785981,-122.433698,37.796388,-122.42347,316
410,37.797687,-122.408253,37.794494,-122.430921,228
411,37.777271,-122.415936,37.772235,-122.429836,342
412,37.800294,-122.431135,37.805306,-122.417282,276
413,37.759534,-122.434908,37.751639,-122.429687,162
414,37.80434,-122.433124,37.803437,-122.438134,616
415,37.764328,-122.432871,37.778554,-122.43859,376
416,37.766075,-122.402095,37.760368,-122.391398,360
417,37.751737,-122.427439,37.790895,-122.423906,628
418,37.779364,-122.433542,37.787871,-122.442251,324
419,37.789615,-122.421741,37.786861,-122.442971,192
420,37.74815,-122.41894,37.75244,-122.390678,256
421,37.784182,-122.478386,37.798714,-122.478687,636
422,37.773009,-122.437377,37.790143,-122.439153,428
423,37.776873,-122.398614,37.781497,-122.413827,296
424,37.788379,-122.409974,37.788968,-122.402409,220
425,37.796698,-122.415566,37.799177,-122.408432,144
426,37.789143,-122.433862,37.799701,-122.43608,188
427,37.787349,-122.400617,37.786978,-122.399759,136
428,37.777553,-122.433113,37.773268,-122.468887,360
429,37.781413,-122.417186,37.790377,-122.432469,525
430,37.781959,-122.420344,37.772231,-122.423067,240
431,37.762769,-122.393356,37.777059,-122.392906,184
432,37.791846,-122.411377,37.787621,-122.408302,408
433,37.787931,-122.409997,37.789849,-122.408476,188
434,37.779344,-122.410752,37.787271,-122.40063,258
435,37.77249,-122.425478,37.764721,-122.432595,188
436,37.754017,-122.425502,37.744372,-122.433528,340
437,37.799319,-122.418523,37.795924,-122.403607,648
438,37.790438,-122.407351,37.797986,-122.405411,193
439,37.79602,-122.420045,37.79767,-122.396416,244
440,37.776774,-122.414211,37.793945,-122.418171,672
442,37.779285,-122.401653,37.768845,-122.403929,300
443,37.75247,-122.419745,37.778364,-122.405767,780
444,37.782292,-122.449917,37.772106,-122.44562,204
445,37.786394,-122.471951,37.797952,-122.459273,260
446,37.785719,-122.403581,37.780359,-122.399012,272
447,37.785617,-122.436563,37.786072,-122.440077,168
448,37.773208,-122.422132,37.769465,-122.426441,116
449,37.794496,-122.396363,37.786698,-122.392202,240
450,37.779899,-122.415067,37.774444,-122.401425,220
451,37.777359,-122.413283,37.756162,-122.406676,460
452,37.600836,-122.390386,37.606127,-122.385242,360
453,37.779682,-122.423063,37.764444,-122.413033,352
454,37.785212,-122.400273,37.783889,-122.40782,148
455,37.758984,-122.416935,37.747695,-122.420378,236
456,37.777413,-122.392961,37.780701,-122.390424,200
457,37.586007,-122.362111,37.615323,-122.38702,504
458,37.76153,-122.435129,37.758673,-122.419253,208
459,37.789189,-122.440675,37.793186,-122.432983,320
460,37.778735,-122.396732,37.790124,-122.402774,368
461,37.823821,-122.318458,37.780065,-122.394336,516
462,37.785001,-122.428796,37.784341,-122.434422,128
463,37.78463,-122.399809,37.783667,-122.438456,648
464,37.771101,-122.438233,37.764859,-122.42878,328
465,37.792003,-122.410257,37.800359,-122.425981,300
466,37.612915,-122.40667,37.602705,-122.380019,312
467,37.790063,-122.403865,37.79667,-122.401797,144
468,37.796487,-122.397062,37.78871,-122.395891,196
469,37.781855,-122.422063,37.772296,-122.436727,312
470,37.782695,-122.450236,37.777539,-122.438308,196
471,37.782185,-122.419121,37.773612,-122.411703,172
472,37.754388,-122.412087,37.752013,-122.422541,248
473,37.805618,-122.421169,37.80105,-122.417839,136
474,37.777251,-122.413397,37.79019,-122.397806,330
475,37.76465,-122.428711,37.765274,-122.415495,212
476,37.784938,-122.398031,37.787114,-122.394773,276
477,37.792588,-122.394094,37.795496,-122.401266,244
478,37.798033,-122.406657,37.805157,-122.417788,186
479,37.798214,-122.441829,37.787606,-122.446919,340
480,37.78187,-122.419083,37.772291,-122.423063,200
481,37.785148,-122.403363,37.776807,-122.417168,276
482,37.790498,-122.422051,37.795446,-122.426413,186
483,37.768625,-122.407834,37.772013,-122.427066,344
484,37.778748,-122.428566,37.779111,-122.427466,132
485,37.79115,-122.416778,37.800353,-122.431896,312
486,37.781422,-122.40059,37.78176,-122.399605,297
487,37.799738,-122.427596,37.786759,-122.420191,306
488,37.769964,-122.420817,37.753964,-122.397448,328
489,37.788407,-122.414994,37.788859,-122.426566,396
490,37.790086,-122.424178,37.795577,-122.425113,124
491,37.795484,-122.402546,37.794875,-122.407842,224
492,37.775146,-122.40982,37.78612,-122.396103,220
494,37.790415,-122.405772,37.797461,-122.405437,244
495,37.775435,-122.413226,37.788839,-122.418683,212
496,37.787066,-122.418409,37.778062,-122.412323,212
497,37.801542,-122.44815,37.778784,-122.438654,596
498,37.771995,-122.422619,37.765893,-122.405691,368
499,37.79052,-122.421699,37.799408,-122.424107,200
500,37.796248,-122.434398,37.79796,-122.420819,228
501,37.779685,-122.407358,37.775745,-122.423994,240
502,37.788649,-122.413328,37.789616,-122.423879,248
503,37.776324,-122.419931,37.774258,-122.401695,258
504,37.626492,-122.40131,37.629811,-122.419833,288
505,37.787906,-122.403564,37.78518,-122.404456,124
506,37.785322,-122.3881,37.806723,-122.405743,424
507,37.789114,-122.409631,37.785797,-122.402496,360
508,37.775982,-122.414461,37.785756,-122.418056,234
509,37.773855,-122.423724,37.773961,-122.438523,312
510,37.772319,-122.413466,37.795171,-122.401469,388
511,37.786251,-122.408772,37.79034,-122.404031,148
512,37.792781,-122.403279,37.792179,-122.403886,120
513,37.781725,-122.39363,37.789173,-122.423767,616
514,37.790523,-122.399759,37.786636,-122.404716,144
515,37.774957,-122.446337,37.785349,-122.446616,174
516,37.784347,-122.404436,37.746725,-122.418203,400
517,37.787029,-122.402669,37.787727,-122.405645,292
518,37.791951,-122.402278,37.788183,-122.410267,328
519,37.774553,-122.412651,37.783835,-122.439538,908
520,37.790104,-122.407974,37.787608,-122.406147,304
521,37.797738,-122.430562,37.788324,-122.433566,320
522,37.785558,-122.40124,37.794671,-122.424903,696
523,37.775889,-122.438049,37.770246,-122.444908,196
524,37.789292,-122.422127,37.789918,-122.410621,212
525,37.796968,-122.413305,37.79917,-122.419686,164
526,37.779414,-122.400935,37.769731,-122.416104,464
527,37.596765,-122.38661,37.621452,-122.411381,552
528,37.777551,-122.438276,37.780983,-122.4152,344
529,37.789338,-122.430798,37.773298,-122.437518,396
530,37.795475,-122.442026,37.768637,-122.449533,612
531,37.783763,-122.432838,37.780881,-122.469317,312
532,37.787663,-122.400658,37.780615,-122.390734,144
533,37.783767,-122.405299,37.781501,-122.41386,205
534,37.79104,-122.403919,37.796806,-122.402589,132
535,37.785778,-122.407761,37.783068,-122.402298,172
536,37.804927,-122.30321,37.806078,-122.369513,320
537,37.785628,-122.406138,37.783736,-122.40351,224
538,37.753255,-122.436519,37.764164,-122.452492,416
539,37.788425,-122.420213,37.789692,-122.42828,320
540,37.778681,-122.396668,37.778376,-122.396593,180
541,37.769872,-122.41995,37.784387,-122.422748,512
542,37.749358,-122.418147,37.75898,-122.416927,198
543,37.785728,-122.421091,37.781414,-122.456397,384
